"term","frequency","density","occurrence"
"sizebimg",3,2.16799034521633e-05,0.006
"sizeblife",1,7.22663448405443e-06,0.002
"sizecopyright",6,4.33598069043266e-05,0.012
"srchttpadmanmailcomservertaspadkeyyuesbhwakmlk",1,7.22663448405443e-06,0.002
"srchttpwwwreliaquotecombannerbanneradsimagesfreequotesgif",1,7.22663448405443e-06,0.002
"srchttpwwwreliaquotecombannerbanneradsimagesheadlinegif",1,7.22663448405443e-06,0.002
"srchttpwwwreliaquotecombannerbanneradsimageslogogif",1,7.22663448405443e-06,0.002
"srchttpwwwreliaquotecombannerbanneradsimagespercentgif",1,7.22663448405443e-06,0.002
"srchttpwwwreliaquotecombannerbanneradsimagesphotojpg",1,7.22663448405443e-06,0.002
"stateoption",1,7.22663448405443e-06,0.002
"subscribed",29,0.000209572400037578,0.056
"sufficient",4,2.89065379362177e-05,0.006
"targetblank",9,6.50397103564899e-05,0.01
"targetblankimg",30,0.000216799034521633,0.012
"tda",45,0.000325198551782449,0.032
"thats",53,0.000383011627654885,0.068
"titlereliaquote",1,7.22663448405443e-06,0.002
"tobacco",21,0.000151759324165143,0.022
"tobfonttd",1,7.22663448405443e-06,0.002
"todayfontafont",1,7.22663448405443e-06,0.002
"topmargin",19,0.000137306055197034,0.036
"typehidden",37,0.000267385475910014,0.018
"typeradio",12,8.67196138086532e-05,0.008
"typesubmit",15,0.000108399517260816,0.028
"unsubscribe",90,0.000650397103564899,0.136
"unsubscribed",34,0.000245705572457851,0.056
"used",44,0.000317971917298395,0.072
"valignmiddle",14,0.000101172882776762,0.014
"valigntop",177,0.00127911430367763,0.084
"value",84,0.000607037296660572,0.084
"valuealabamaalabamaoption",1,7.22663448405443e-06,0.002
"valuealaskaalaskaoption",1,7.22663448405443e-06,0.002
"valuearizonaarizonaoption",1,7.22663448405443e-06,0.002
"valuearkansasarkansasoption",1,7.22663448405443e-06,0.002
"valuecaliforniacaliforniaoption",1,7.22663448405443e-06,0.002
"valuecoloradocoloradooption",1,7.22663448405443e-06,0.002
"valueconnecticutconnecticutoption",1,7.22663448405443e-06,0.002
"valuedcdist",1,7.22663448405443e-06,0.002
"valuedelawaredelawareoption",1,7.22663448405443e-06,0.002
"valuef",2,1.44532689681089e-05,0.004
"valuefloridafloridaoption",1,7.22663448405443e-06,0.002
"valuegeorgiageorgiaoption",1,7.22663448405443e-06,0.002
"valueget",1,7.22663448405443e-06,0.002
"valuehawaiihawaiioption",1,7.22663448405443e-06,0.002
"valueidahoidahooption",1,7.22663448405443e-06,0.002
"valueillinoisillinoisoption",1,7.22663448405443e-06,0.002
"valueindianaindianaoption",1,7.22663448405443e-06,0.002
"valueiowaiowaoption",1,7.22663448405443e-06,0.002
"valuekansaskansasoption",1,7.22663448405443e-06,0.002
"valuekentuckykentuckyoption",1,7.22663448405443e-06,0.002
"valuelouisianalouisianaoption",1,7.22663448405443e-06,0.002
"valuem",1,7.22663448405443e-06,0.002
"valuemainemaineoption",1,7.22663448405443e-06,0.002
"valuemarylandmarylandoption",1,7.22663448405443e-06,0.002
"valuemassachusettsmassachusettsoption",1,7.22663448405443e-06,0.002
"valuemichiganmichiganoption",1,7.22663448405443e-06,0.002
"valueminnesotaminnesotaoption",1,7.22663448405443e-06,0.002
"valuemississippimississippioption",1,7.22663448405443e-06,0.002
"valuemissourimissourioption",1,7.22663448405443e-06,0.002
"valuemontanamontanaoption",1,7.22663448405443e-06,0.002
"valuen",1,7.22663448405443e-06,0.002
"valuenebraskanebraskaoption",1,7.22663448405443e-06,0.002
"valuenevadanevadaoption",1,7.22663448405443e-06,0.002
"valuenew",14,0.000101172882776762,0.01
"valuenorth",5,3.61331724202722e-05,0.004
"valueohioohiooption",1,7.22663448405443e-06,0.002
"valueoklahomaoklahomaoption",1,7.22663448405443e-06,0.002
"valueoption",164,0.00118516805538493,0.004
"valueoregonoregonoption",1,7.22663448405443e-06,0.002
"valuepennsylvaniapennsylvaniaoption",1,7.22663448405443e-06,0.002
"valuerhode",2,1.44532689681089e-05,0.004
"valuesouth",7,5.0586441388381e-05,0.004
"valuetennesseetennesseeoption",1,7.22663448405443e-06,0.002
"valuetexastexasoption",1,7.22663448405443e-06,0.002
"valueutahutahoption",1,7.22663448405443e-06,0.002
"valuevermontvermontoption",1,7.22663448405443e-06,0.002
"valuevirginiavirginiaoption",1,7.22663448405443e-06,0.002
"valuewashingtonwashingtonoption",1,7.22663448405443e-06,0.002
"valuewest",2,1.44532689681089e-05,0.004
"valuewisconsinwisconsinoption",1,7.22663448405443e-06,0.002
"valuewyomingwyomingoption",1,7.22663448405443e-06,0.002
"valuey",1,7.22663448405443e-06,0.002
"verdana",66,0.000476957875947592,0.042
"virginiaoption",1,7.22663448405443e-06,0.002
"virginiawest",1,7.22663448405443e-06,0.002
"vlinkffcc",1,7.22663448405443e-06,0.002
"vspace",25,0.000180665862101361,0.038
"width",1157,0.00836121609805098,0.162
"widthfont",37,0.000267385475910014,0.024
"widthnbsptd",18,0.00013007942071298,0.016
"yearoption",1,7.22663448405443e-06,0.002
"yearsoption",6,4.33598069043266e-05,0.002
"yesfontbtd",1,7.22663448405443e-06,0.002
"yorknew",1,7.22663448405443e-06,0.002
"yorkoption",1,7.22663448405443e-06,0.002
"big",26,0.000187892496585415,0.04
"boys",3,2.16799034521633e-05,0.006
"bull",7,5.0586441388381e-05,0.014
"doorstep",1,7.22663448405443e-06,0.002
"drive",57,0.000411918165591103,0.034
"losing",12,8.67196138086532e-05,0.02
"maker",3,2.16799034521633e-05,0.006
"number",112,0.000809383062214096,0.116
"period",15,0.000108399517260816,0.028
"phone",92,0.000664850372533008,0.142
"print",18,0.00013007942071298,0.026
"real",64,0.000462504606979484,0.06
"responding",1,7.22663448405443e-06,0.002
"short",23,0.000166212593133252,0.04
"stop",20,0.000144532689681089,0.024
"successleadsfiremailde",1,7.22663448405443e-06,0.002
"system",78,0.000563677489756246,0.084
"telephone",32,0.000231252303489742,0.05
"tired",12,8.67196138086532e-05,0.018
"today",141,0.00101895546225167,0.174
"addressesfontfontp",2,1.44532689681089e-05,0.004
"advertisingfontbr",2,1.44532689681089e-05,0.004
"baddressbr",2,1.44532689681089e-05,0.004
"bcitybr",2,1.44532689681089e-05,0.004
"bcompanybr",2,1.44532689681089e-05,0.004
"bemailbr",2,1.44532689681089e-05,0.004
"blue",36,0.00026015884142596,0.012
"bnamebr",2,1.44532689681089e-05,0.004
"bphonebr",2,1.44532689681089e-05,0.004
"bstatebr",2,1.44532689681089e-05,0.004
"business",344,0.00248596226251472,0.198
"bwebsite",2,1.44532689681089e-05,0.004
"consultant",6,4.33598069043266e-05,0.012
"dear",55,0.000397464896622994,0.106
"details",26,0.000187892496585415,0.04
"direct",48,0.000346878455234613,0.068
"discuss",11,7.94929793245987e-05,0.02
"dollarspfontb",2,1.44532689681089e-05,0.004
"effective",22,0.000158985958649197,0.026
"etc",25,0.000180665862101361,0.036
"fontbr",15,0.000108399517260816,0.024
"low",61,0.00044082470352732,0.092
"marketfontbr",2,1.44532689681089e-05,0.004
"maximize",2,1.44532689681089e-05,0.004
"millionfont",2,1.44532689681089e-05,0.004
"needsbr",4,2.89065379362177e-05,0.008
"pokjjbjkhtgbknkiys",2,1.44532689681089e-05,0.004
"pricing",18,0.00013007942071298,0.018
"promote",11,7.94929793245987e-05,0.018
"red",15,0.000108399517260816,0.016
"redfontcomments",2,1.44532689681089e-05,0.004
"rednot",2,1.44532689681089e-05,0.004
"requiredfontbr",2,1.44532689681089e-05,0.004
"ricardo",2,1.44532689681089e-05,0.004
"services",97,0.00070098354495328,0.098
"tabletrtd",3,2.16799034521633e-05,0.006
"tdtr",19,0.000137306055197034,0.022
"accessories",5,3.61331724202722e-05,0.008
"antennas",1,7.22663448405443e-06,0.002
"assistance",58,0.000419144800075157,0.082
"audiovox",1,7.22663448405443e-06,0.002
"batteries",1,7.22663448405443e-06,0.002
"booster",4,2.89065379362177e-05,0.008
"buds",2,1.44532689681089e-05,0.004
"car",45,0.000325198551782449,0.036
"cases",15,0.000108399517260816,0.02
"cellular",3,2.16799034521633e-05,0.006
"chargers",1,7.22663448405443e-06,0.002
"ear",1,7.22663448405443e-06,0.002
"ericsson",1,7.22663448405443e-06,0.002
"face",24,0.000173439227617306,0.022
"hands",11,7.94929793245987e-05,0.02
"holsters",1,7.22663448405443e-06,0.002
"httpsitesmerchantsales",3,2.16799034521633e-05,0.002
"ion",5,3.61331724202722e-05,0.01
"lithium",1,7.22663448405443e-06,0.002
"mailings",95,0.000686530275985171,0.116
"motorola",2,1.44532689681089e-05,0.004
"nextel",1,7.22663448405443e-06,0.002
"nokia",1,7.22663448405443e-06,0.002
"phones",4,2.89065379362177e-05,0.006
"plates",2,1.44532689681089e-05,0.004
"prices",44,0.000317971917298395,0.064
"qualcomm",1,7.22663448405443e-06,0.002
"removemenowbtamailnetcn",1,7.22663448405443e-06,0.002
"request",58,0.000419144800075157,0.08
"samsung",1,7.22663448405443e-06,0.002
"super",21,0.000151759324165143,0.018
"thank",55,0.000397464896622994,0.098
"wholesale",11,7.94929793245987e-05,0.016
"aligncentera",18,0.00013007942071298,0.03
"amateurfontbr",1,7.22663448405443e-06,0.002
"bordercolorffccff",1,7.22663448405443e-06,0.002
"brcheating",1,7.22663448405443e-06,0.002
"brnude",1,7.22663448405443e-06,0.002
"brsneeky",1,7.22663448405443e-06,0.002
"colorfffirst",1,7.22663448405443e-06,0.002
"colorffjust",1,7.22663448405443e-06,0.002
"colorsimply",1,7.22663448405443e-06,0.002
"colorxxx",1,7.22663448405443e-06,0.002
"doorfontbr",1,7.22663448405443e-06,0.002
"exibitionists",1,7.22663448405443e-06,0.002
"faceverdana",271,0.00195841794517875,0.072
"fontabr",1,7.22663448405443e-06,0.002
"fontabrbr",1,7.22663448405443e-06,0.002
"girl",1,7.22663448405443e-06,0.002
"girlfriends",3,2.16799034521633e-05,0.006
"hidden",21,0.000151759324165143,0.034
"hrefhttpfreepornloverscomcgibinlistremoveplclick",1,7.22663448405443e-06,0.002
"hrefhttpfreepornloverscomsimplyamateurfont",2,1.44532689681089e-05,0.002
"photos",2,1.44532689681089e-05,0.004
"removedatd",1,7.22663448405443e-06,0.002
"tour",5,3.61331724202722e-05,0.01
"wives",5,3.61331724202722e-05,0.006
"activate",2,1.44532689681089e-05,0.004
"activation",1,7.22663448405443e-06,0.002
"activations",1,7.22663448405443e-06,0.002
"additional",30,0.000216799034521633,0.032
"altsimplywirelesscom",1,7.22663448405443e-06,0.002
"applies",7,5.0586441388381e-05,0.014
"approval",2,1.44532689681089e-05,0.004
"areas",2,1.44532689681089e-05,0.004
"authorized",6,4.33598069043266e-05,0.012
"available",101,0.000729890082889498,0.136
"backtitle",1,7.22663448405443e-06,0.002
"bgcolorffffff",112,0.000809383062214096,0.102
"cell",11,7.94929793245987e-05,0.022
"colspan",128,0.000925009213958967,0.076
"colspana",34,0.000245705572457851,0.024
"credit",79,0.0005709041242403,0.082
"dealer",7,5.0586441388381e-05,0.014
"ends",6,4.33598069043266e-05,0.01
"fee",20,0.000144532689681089,0.026
"fonttdfonttdtrtbodytable",1,7.22663448405443e-06,0.002
"fulfilled",1,7.22663448405443e-06,0.002
"greater",11,7.94929793245987e-05,0.014
"hrefhttptheadmanagercomservercaspadkeyqbfuiexorxklextimg",15,0.000108399517260816,0.002
"htmlheadtitlefree",2,1.44532689681089e-05,0.004
"mailin",1,7.22663448405443e-06,0.002
"onetime",3,2.16799034521633e-05,0.006
"plans",21,0.000151759324165143,0.022
"rebate",2,1.44532689681089e-05,0.002
"rowspana",9,6.50397103564899e-05,0.008
"see",117,0.000845516234634368,0.132
"simplywirelesscom",1,7.22663448405443e-06,0.002
"site",103,0.000744343351857606,0.11
"sizefree",4,2.89065379362177e-05,0.008
"srchttpadmanmailcomservertaspadkeyqbfuiexorxkl",1,7.22663448405443e-06,0.002
"srchttphtmlemailsimagesswdotcomlogogif",1,7.22663448405443e-06,0.002
"srchttphtmlemailsimagestnooptiongif",14,0.000101172882776762,0.002
"srcimagesspacergif",17,0.000122852786228925,0.008
"stylestyle",8,5.78130758724354e-05,0.016
"tdimg",109,0.000787703158761933,0.066
"valigntopa",10,7.22663448405443e-05,0.01
"voicestream",3,2.16799034521633e-05,0.002
"widthatd",14,0.000101172882776762,0.006
"widthatdtr",13,9.39462482927076e-05,0.006
"widthatdtrtbodytable",1,7.22663448405443e-06,0.002
"widthtd",22,0.000158985958649197,0.016
"widthtdtr",7,5.0586441388381e-05,0.006
"wireless",3,2.16799034521633e-05,0.006
"actiondmailtoaudconfmarketingcomsubjectdaudiocinq",2,1.44532689681089e-05,0.004
"addressfontfont",3,2.16799034521633e-05,0.006
"addressfonttd",3,2.16799034521633e-05,0.006
"administration",14,0.000101172882776762,0.018
"aligndmiddlebfont",4,2.89065379362177e-05,0.008
"aligndmiddlefont",13,9.39462482927076e-05,0.012
"aligndright",58,0.000419144800075157,0.04
"anytime",12,8.67196138086532e-05,0.024
"anywhere",29,0.000209572400037578,0.048
"bfontlitdtrtbody",3,2.16799034521633e-05,0.006
"bgcolord",97,0.00070098354495328,0.112
"bordercolordarkd",17,0.000122852786228925,0.032
"bordercolorlightdffffcc",4,2.89065379362177e-05,0.008
"brbr",54,0.000390238262138939,0.056
"businessfonttd",3,2.16799034521633e-05,0.006
"centsu",3,2.16799034521633e-05,0.006
"colorda",4,2.89065379362177e-05,0.006
"contracts",34,0.000245705572457851,0.042
"distancebfont",3,2.16799034521633e-05,0.006
"distribution",9,6.50397103564899e-05,0.016
"easyfontbr",3,2.16799034521633e-05,0.006
"ectdremoveconferencingclick",2,1.44532689681089e-05,0.004
"enctypedtextplain",4,2.89065379362177e-05,0.008
"every",127,0.000917782579474913,0.11
"facedarialhelvetica",10,7.22663448405443e-05,0.02
"fees",33,0.000238478937973796,0.04
"fieldfont",4,2.89065379362177e-05,0.008
"find",108,0.000780476524277879,0.126
"fonttdtrtbodytable",3,2.16799034521633e-05,0.006
"formptdtrtbodytable",5,3.61331724202722e-05,0.01
"hereafontfonttdtrtbodytablepcenterbody",2,1.44532689681089e-05,0.004
"highest",11,7.94929793245987e-05,0.022
"hrefdmailtodeletemarketingcomsubj",2,1.44532689681089e-05,0.004
"htmlheadtitlelowest",3,2.16799034521633e-05,0.006
"httpequivdcontenttype",81,0.000585357393208409,0.156
"industrybfont",3,2.16799034521633e-05,0.006
"leftmargindfon",4,2.89065379362177e-05,0.008
"licall",3,2.16799034521633e-05,0.006
"liconnects",3,2.16799034521633e-05,0.006
"linkdccc",4,2.89065379362177e-05,0.008
"lino",8,5.78130758724354e-05,0.01
"lioperator",3,2.16799034521633e-05,0.006
"lisimplicity",3,2.16799034521633e-05,0.006
"lists",18,0.00013007942071298,0.034
"lower",16,0.000115626151744871,0.03
"methoddpost",36,0.00026015884142596,0.072
"minutebfont",3,2.16799034521633e-05,0.006
"monthfonttd",3,2.16799034521633e-05,0.006
"monthly",16,0.000115626151744871,0.026
"namedbusphonetdtr",4,2.89065379362177e-05,0.008
"namedcompanynametdtr",4,2.89065379362177e-05,0.008
"namedemailtdtr",4,2.89065379362177e-05,0.008
"namedhomephonetdtr",4,2.89065379362177e-05,0.008
"namednametdtr",4,2.89065379362177e-05,0.008
"namedstatetdtr",4,2.89065379362177e-05,0.008
"namedsubmit",7,5.0586441388381e-05,0.014
"namedtypeofbusinesstdtrtbodytable",3,2.16799034521633e-05,0.006
"namedurltdtr",4,2.89065379362177e-05,0.008
"namefontfont",3,2.16799034521633e-05,0.006
"participants",6,4.33598069043266e-05,0.01
"phonefontfont",3,2.16799034521633e-05,0.006
"phonefonttd",3,2.16799034521633e-05,0.006
"pinput",5,3.61331724202722e-05,0.01
"quality",40,0.000289065379362177,0.064
"servicestitle",3,2.16799034521633e-05,0.006
"set",29,0.000209572400037578,0.034
"setup",13,9.39462482927076e-05,0.02
"sizedb",26,0.000187892496585415,0.036
"sizedbfont",7,5.0586441388381e-05,0.012
"sizedbincluding",3,2.16799034521633e-05,0.006
"sizedconferencing",3,2.16799034521633e-05,0.006
"sizedfill",3,2.16799034521633e-05,0.006
"sizedfontfont",6,4.33598069043266e-05,0.012
"sizedfonttd",20,0.000144532689681089,0.008
"sizednamefontfont",3,2.16799034521633e-05,0.006
"sizedonly",3,2.16799034521633e-05,0.006
"sizedrequired",3,2.16799034521633e-05,0.006
"sizedt",3,2.16799034521633e-05,0.006
"sizedto",6,4.33598069043266e-05,0.01
"statefontfont",3,2.16799034521633e-05,0.006
"tdfont",76,0.000549224220788137,0.046
"tdinput",42,0.000303518648330286,0.014
"trtbodytable",3,2.16799034521633e-05,0.006
"typedsubmit",34,0.000245705572457851,0.068
"uiry",2,1.44532689681089e-05,0.004
"valuedhttp",4,2.89065379362177e-05,0.008
"valuedsubmit",32,0.000231252303489742,0.064
"vlinkdccc",4,2.89065379362177e-05,0.008
"widthdfont",75,0.000541997586304082,0.028
"across",8,5.78130758724354e-05,0.016
"act",53,0.000383011627654885,0.064
"acting",5,3.61331724202722e-05,0.01
"alone",16,0.000115626151744871,0.03
"alter",14,0.000101172882776762,0.018
"another",44,0.000317971917298395,0.056
"answer",34,0.000245705572457851,0.054
"asked",9,6.50397103564899e-05,0.018
"assemble",2,1.44532689681089e-05,0.004
"assembly",3,2.16799034521633e-05,0.006
"bonus",42,0.000303518648330286,0.038
"bonuses",13,9.39462482927076e-05,0.014
"box",47,0.000339651820750558,0.038
"brazil",3,2.16799034521633e-05,0.006
"build",23,0.000166212593133252,0.024
"cable",20,0.000144532689681089,0.01
"canada",18,0.00013007942071298,0.022
"cant",29,0.000209572400037578,0.042
"check",46,0.000332425186266504,0.056
"comes",25,0.000180665862101361,0.03
"completely",25,0.000180665862101361,0.044
"contains",60,0.000433598069043266,0.032
"control",53,0.000383011627654885,0.078
"controlledbut",2,1.44532689681089e-05,0.004
"converter",4,2.89065379362177e-05,0.004
"countries",29,0.000209572400037578,0.034
"deal",64,0.000462504606979484,0.096
"descrambler",16,0.000115626151744871,0.004
"descrambles",2,1.44532689681089e-05,0.004
"detect",2,1.44532689681089e-05,0.004
"drawings",2,1.44532689681089e-05,0.004
"educational",2,1.44532689681089e-05,0.004
"electronic",15,0.000108399517260816,0.024
"england",7,5.0586441388381e-05,0.014
"eventsmoviespayperview",2,1.44532689681089e-05,0.004
"everywhere",3,2.16799034521633e-05,0.006
"existing",12,8.67196138086532e-05,0.016
"fiber",2,1.44532689681089e-05,0.004
"follow",63,0.000455277972495429,0.058
"frequently",3,2.16799034521633e-05,0.006
"gpg",1,7.22663448405443e-06,0.002
"guarantee",54,0.000390238262138939,0.066
"guide",124,0.000896102676022749,0.038
"hard",38,0.000274612110394068,0.038
"included",28,0.000202345765553524,0.04
"jam",3,2.16799034521633e-05,0.006
"jammer",4,2.89065379362177e-05,0.004
"jammers",2,1.44532689681089e-05,0.004
"jarrod",2,1.44532689681089e-05,0.004
"keep",85,0.000614263931144627,0.1
"kit",9,6.50397103564899e-05,0.008
"know",132,0.000953915751895185,0.14
"legally",19,0.000137306055197034,0.028
"manual",18,0.00013007942071298,0.016
"manually",2,1.44532689681089e-05,0.004
"move",51,0.000368558358686776,0.05
"omaha",10,7.22663448405443e-05,0.012
"order",228,0.00164767266236441,0.148
"original",30,0.000216799034521633,0.04
"parts",5,3.61331724202722e-05,0.006
"picture",5,3.61331724202722e-05,0.01
"plan",56,0.000404691531107048,0.076
"plus",77,0.000556450855272191,0.046
"police",5,3.61331724202722e-05,0.01
"price",136,0.000982822289831403,0.128
"purposes",12,8.67196138086532e-05,0.022
"questionscable",2,1.44532689681089e-05,0.004
"radar",8,5.78130758724354e-05,0.004
"reading",23,0.000166212593133252,0.028
"reason",33,0.000238478937973796,0.05
"refund",8,5.78130758724354e-05,0.01
"regular",14,0.000101172882776762,0.026
"remote",9,6.50397103564899e-05,0.014
"report",284,0.00205236419347146,0.056
"richeygyahoocom",1,7.22663448405443e-06,0.002
"satisfied",9,6.50397103564899e-05,0.018
